Reference Number,Easting,Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
110137689.0,430684.0,433452.0,1.0,2011-03-24,1205.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,78.0,Bus or coach (17 or more passenger seats)
110138245.0,429138.0,432053.0,2.0,2011-03-24,1750.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,53.0,Goods vehicle 3.5 tonnes mgw and under
110138330.0,430789.0,433472.0,2.0,2011-03-24,1700.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,44.0,Pedal cycle
110140152.0,430797.0,424357.0,2.0,2011-03-24,1755.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,39.0,Motorcycle over 500cc
110140180.0,426961.0,433113.0,2.0,2011-03-24,1830.0,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,40.0,Car
110140180.0,426961.0,433113.0,2.0,2011-03-24,1830.0,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,31.0,Car
110140180.0,426961.0,433113.0,2.0,2011-03-24,1830.0,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,5.0,Car
110140180.0,426961.0,433113.0,2.0,2011-03-24,1830.0,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,16.0,Car
110139198.0,431068.0,430359.0,2.0,2011-03-25,1100.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,66.0,Bus or coach (17 or more passenger seats)
110139359.0,430692.0,439050.0,1.0,2011-03-25,1157.0,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,56.0,Car
110140267.0,420176.0,440674.0,2.0,2011-03-25,1925.0,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,30.0,Motorcycle over 500cc
110140361.0,434277.0,432751.0,2.0,2011-03-25,1815.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,4.0,Car
110140624.0,424320.0,435630.0,1.0,2011-03-25,1515.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,11.0,Car
110140628.0,430476.0,433980.0,1.0,2011-03-25,1130.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,18.0,Motorcycle over 125cc and up to 500cc
110140978.0,428061.0,435956.0,2.0,2011-03-25,2020.0,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,22.0,Pedal cycle
110140742.0,428787.0,433276.0,4.0,2011-03-26,815.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,18.0,Car
110141024.0,434145.0,427752.0,2.0,2011-03-26,1125.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,21.0,Car
110141024.0,434145.0,427752.0,2.0,2011-03-26,1125.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,64.0,Car
110141076.0,431252.0,445730.0,2.0,2011-03-26,1015.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,41.0,Pedal cycle
110141747.0,423270.0,433901.0,1.0,2011-03-26,1855.0,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,11.0,Car
110141883.0,430075.0,433856.0,1.0,2011-03-26,2350.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,28.0,Car
110143066.0,431540.0,435162.0,2.0,2011-03-27,2105.0,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,35.0,Car
110166461.0,420520.0,445026.0,2.0,2011-03-27,1000.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,40.0,Pedal cycle
110192897.0,431884.0,435157.0,2.0,2011-03-27,1058.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,35.0,Car
110143458.0,428862.0,433350.0,2.0,2011-03-28,925.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,44.0,Car
110143684.0,431266.0,429521.0,1.0,2011-03-28,1001.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,22.0,Bus or coach (17 or more passenger seats)
110143768.0,429755.0,434507.0,1.0,2011-03-28,1110.0,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,28.0,Goods vehicle over 3.5 tonnes and under 7.5 tonnes mgw
110144131.0,430082.0,431272.0,2.0,2011-03-28,1304.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,25.0,Pedal cycle
110144943.0,433314.0,425884.0,3.0,2011-03-28,2050.0,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,23.0,Car
110144943.0,433314.0,425884.0,3.0,2011-03-28,2050.0,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,55.0,Car
110145972.0,437127.0,431083.0,2.0,2011-03-28,1607.0,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,44.0,Car
110147827.0,430894.0,432033.0,3.0,2011-03-28,940.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,32.0,Car
110145956.0,431982.0,435466.0,2.0,2011-03-29,1355.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,20.0,Car
110145956.0,431982.0,435466.0,2.0,2011-03-29,1355.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,55.0,Car
110146261.0,428579.0,434968.0,2.0,2011-03-29,1500.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,20.0,Pedal cycle
110146346.0,428437.0,427346.0,2.0,2011-03-29,1730.0,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,39.0,Car
110146346.0,428437.0,427346.0,2.0,2011-03-29,1730.0,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,3.0,Car
110146365.0,441073.0,449409.0,2.0,2011-03-29,1530.0,A(M),Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,75.0,Car
110147366.0,427263.0,426389.0,3.0,2011-03-29,1650.0,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,27.0,Goods vehicle 3.5 tonnes mgw and under
110147891.0,429787.0,430630.0,2.0,2011-03-29,1048.0,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,34.0,Bus or coach (17 or more passenger seats)
110146986.0,424577.0,434672.0,2.0,2011-03-30,815.0,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,17.0,Car
110147118.0,430434.0,431154.0,2.0,2011-03-30,845.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,16.0,M/cycle 50cc and under
110147545.0,430177.0,429855.0,2.0,2011-03-30,750.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,20.0,Car
110147588.0,427945.0,436112.0,2.0,2011-03-30,1345.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,51.0,Pedal cycle
110148122.0,432179.0,434625.0,1.0,2011-03-30,1710.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,26.0,Car
110148375.0,426967.0,433112.0,6.0,2011-03-30,2030.0,B,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,29.0,Car
110148375.0,426967.0,433112.0,6.0,2011-03-30,2030.0,B,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,35.0,Car
110149098.0,427541.0,437734.0,1.0,2011-03-31,950.0,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,82.0,Bus or coach (17 or more passenger seats)
110149820.0,427502.0,425503.0,2.0,2011-03-31,1405.0,A,Dry,Daylight: street lights present,Fine with high winds,Driver,Slight,Male,39.0,Car
110149931.0,424865.0,432032.0,1.0,2011-03-31,1455.0,Unclassified,Dry,Daylight: street lights present,Fine with high winds,Pedestrian,Slight,Male,12.0,Motorcycle over 50cc and up to 125cc
110150257.0,428121.0,426255.0,2.0,2011-03-31,1805.0,A,Wet / Damp,Daylight: street lights present,Fine with high winds,Driver,Slight,Female,48.0,Car
110150468.0,431146.0,434400.0,2.0,2011-03-31,2257.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,28.0,Car
110151597.0,429653.0,433378.0,1.0,2011-04-01,1435.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,29.0,Taxi/Private hire car
110151726.0,433576.0,433246.0,2.0,2011-04-01,1430.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,20.0,M/cycle 50cc and under
110152939.0,437504.0,433078.0,2.0,2011-04-01,1925.0,Unclassified,Dry,Daylight: street lights present,Fine with high winds,Driver,Slight,Male,31.0,Car
110153059.0,426912.0,429231.0,1.0,2011-04-01,830.0,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,13.0,Car
110155614.0,439824.0,448511.0,3.0,2011-04-01,1055.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,54.0,Goods vehicle 3.5 tonnes mgw and under
110155614.0,439824.0,448511.0,3.0,2011-04-01,1055.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,62.0,Car
110182648.0,434972.0,425881.0,1.0,2011-04-01,1905.0,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,36.0,Car
110152940.0,428530.0,431389.0,1.0,2011-04-02,1315.0,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,21.0,Car
110153576.0,431349.0,435059.0,2.0,2011-04-02,1645.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,37.0,Pedal cycle
110153910.0,429588.0,430994.0,2.0,2011-04-03,235.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,20.0,Motorcycle over 50cc and up to 125cc
110153910.0,429588.0,430994.0,2.0,2011-04-03,235.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Serious,Male,18.0,Motorcycle over 50cc and up to 125cc
110153933.0,430555.0,433360.0,2.0,2011-04-03,445.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,22.0,Car
110155218.0,423526.0,444445.0,1.0,2011-04-03,1248.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,25.0,Car
110155557.0,429664.0,427888.0,2.0,2011-04-03,1600.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,17.0,Pedal cycle
110156471.0,431481.0,435622.0,2.0,2011-04-04,1715.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,22.0,Car
110158220.0,425411.0,440051.0,2.0,2011-04-05,1530.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,52.0,Pedal cycle
110158407.0,424606.0,427655.0,5.0,2011-04-05,1638.0,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,43.0,Car
110158407.0,424606.0,427655.0,5.0,2011-04-05,1638.0,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,62.0,Car
110158670.0,443076.0,433512.0,2.0,2011-04-05,2044.0,A,Dry,Darkness: no street lighting,Fine without high winds,Driver,Slight,Male,40.0,Car
110158670.0,443076.0,433512.0,2.0,2011-04-05,2044.0,A,Dry,Darkness: no street lighting,Fine without high winds,Passenger,Fatal,Female,39.0,Car
110158670.0,443076.0,433512.0,2.0,2011-04-05,2044.0,A,Dry,Darkness: no street lighting,Fine without high winds,Passenger,Serious,Female,18.0,Car
110158670.0,443076.0,433512.0,2.0,2011-04-05,2044.0,A,Dry,Darkness: no street lighting,Fine without high winds,Passenger,Fatal,Female,43.0,Car
110158689.0,430220.0,435118.0,2.0,2011-04-05,2248.0,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,52.0,Car
110158689.0,430220.0,435118.0,2.0,2011-04-05,2248.0,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,21.0,Car
110159147.0,424432.0,438642.0,2.0,2011-04-06,855.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,45.0,Pedal cycle
110159284.0,431173.0,431863.0,2.0,2011-04-06,1033.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,25.0,Motorcycle over 50cc and up to 125cc
110159547.0,425944.0,434673.0,2.0,2011-04-06,715.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,42.0,Car
110159946.0,427046.0,433537.0,1.0,2011-04-06,1430.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,85.0,Goods vehicle 3.5 tonnes mgw and under
110160328.0,431883.0,435042.0,3.0,2011-04-06,2015.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,32.0,Car
110160328.0,431883.0,435042.0,3.0,2011-04-06,2015.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,20.0,Car
110160328.0,431883.0,435042.0,3.0,2011-04-06,2015.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,31.0,Car
110160328.0,431883.0,435042.0,3.0,2011-04-06,2015.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,20.0,Car
110160328.0,431883.0,435042.0,3.0,2011-04-06,2015.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,20.0,Car
110160328.0,431883.0,435042.0,3.0,2011-04-06,2015.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,18.0,Car
110160328.0,431883.0,435042.0,3.0,2011-04-06,2015.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,29.0,Car
110160737.0,437508.0,431825.0,1.0,2011-04-06,1925.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,36.0,Car
110161875.0,433298.0,436234.0,2.0,2011-04-06,1730.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32.0,Pedal cycle
110161034.0,418117.0,442482.0,2.0,2011-04-07,915.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,37.0,Pedal cycle
110161889.0,436109.0,434833.0,2.0,2011-04-07,1650.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,31.0,Pedal cycle
110162112.0,440460.0,428794.0,2.0,2011-04-07,1714.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,9.0,Pedal cycle
110162388.0,437668.0,444819.0,2.0,2011-04-07,2250.0,A,Dry,Darkness: no street lighting,Fine without high winds,Driver,Slight,Female,60.0,Car
110162388.0,437668.0,444819.0,2.0,2011-04-07,2250.0,A,Dry,Darkness: no street lighting,Fine without high winds,Driver,Serious,Male,46.0,Car
110163204.0,425059.0,433372.0,2.0,2011-04-07,1130.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,80.0,Car
110163239.0,422123.0,438623.0,2.0,2011-04-07,1245.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,39.0,Other Vehicle
110163658.0,433181.0,433165.0,2.0,2011-04-08,1350.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,14.0,Pedal cycle
110163695.0,425344.0,443241.0,2.0,2011-04-08,1620.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,18.0,Pedal cycle
110163825.0,428528.0,431534.0,2.0,2011-04-08,1750.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,62.0,Car
110163825.0,428528.0,431534.0,2.0,2011-04-08,1750.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,43.0,Car
110163970.0,425911.0,432231.0,2.0,2011-04-08,2200.0,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,56.0,Car
110164707.0,435946.0,436803.0,4.0,2011-04-08,1958.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,22.0,Car
110164707.0,435946.0,436803.0,4.0,2011-04-08,1958.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,34.0,Car
110164707.0,435946.0,436803.0,4.0,2011-04-08,1958.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,2.0,Car
110165050.0,433932.0,434041.0,1.0,2011-04-08,2340.0,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,19.0,Car
110167917.0,430130.0,437785.0,2.0,2011-04-08,1200.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,41.0,Car
110167917.0,430130.0,437785.0,2.0,2011-04-08,1200.0,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,16.0,Car
110167917.0,430130.0,437785.0,2.0,2011-04-08,1200.0,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,3.0,Car
110167917.0,430130.0,437785.0,2.0,2011-04-08,1200.0,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,3.0,Car
110167917.0,430130.0,437785.0,2.0,2011-04-08,1200.0,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,7.0,Car
110167917.0,430130.0,437785.0,2.0,2011-04-08,1200.0,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,5.0,Car
110167917.0,430130.0,437785.0,2.0,2011-04-08,1200.0,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,20.0,Car
110203861.0,431300.0,436316.0,2.0,2011-04-08,558.0,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,39.0,Car
110165636.0,430498.0,437097.0,5.0,2011-04-09,2333.0,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,22.0,Car
110165636.0,430498.0,437097.0,5.0,2011-04-09,2333.0,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,56.0,Car
110165636.0,430498.0,437097.0,5.0,2011-04-09,2333.0,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,36.0,Car
110165712.0,443644.0,437108.0,2.0,2011-04-09,1030.0,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,22.0,Car
110167322.0,428356.0,431281.0,2.0,2011-04-09,845.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38.0,Car
110165821.0,421799.0,444120.0,3.0,2011-04-10,810.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,50.0,Motorcycle over 500cc
110165821.0,421799.0,444120.0,3.0,2011-04-10,810.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,54.0,Motorcycle over 500cc
110166442.0,432434.0,435148.0,2.0,2011-04-10,1648.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,7.0,Pedal cycle
110166609.0,430370.0,434053.0,2.0,2011-04-10,1950.0,A(M),Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,24.0,Motorcycle over 500cc
110166620.0,429372.0,433779.0,2.0,2011-04-10,1720.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,25.0,Car
110166620.0,429372.0,433779.0,2.0,2011-04-10,1720.0,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,26.0,Car
110166627.0,426551.0,427392.0,2.0,2011-04-10,1835.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,47.0,Car
110166627.0,426551.0,427392.0,2.0,2011-04-10,1835.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,20.0,Car
110166627.0,426551.0,427392.0,2.0,2011-04-10,1835.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,19.0,Car
110166627.0,426551.0,427392.0,2.0,2011-04-10,1835.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,19.0,Car
110166677.0,425157.0,432379.0,2.0,2011-04-10,1930.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,19.0,Car
110166750.0,422259.0,433375.0,2.0,2011-04-10,1930.0,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,84.0,Car
110170133.0,430317.0,433807.0,1.0,2011-04-10,430.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,22.0,Taxi/Private hire car
110167505.0,432496.0,436596.0,3.0,2011-04-11,1010.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32.0,Car
110167505.0,432496.0,436596.0,3.0,2011-04-11,1010.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38.0,Car
110168048.0,426874.0,433602.0,2.0,2011-04-11,1340.0,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,40.0,Car
110168048.0,426874.0,433602.0,2.0,2011-04-11,1340.0,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,38.0,Car
110168708.0,435001.0,438398.0,2.0,2011-04-11,2130.0,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,44.0,Car
110168779.0,429033.0,431918.0,2.0,2011-04-11,2100.0,Unclassified,Dry,Darkness: street lighting unknown,Fine with high winds,Driver,Slight,Male,31.0,Pedal cycle
110168797.0,436242.0,434290.0,1.0,2011-04-11,2355.0,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,20.0,Car
110168982.0,432623.0,429549.0,1.0,2011-04-12,742.0,A,Dry,Darkness: street lights present but unlit,Fine without high winds,Driver,Serious,Male,21.0,Motorcycle over 125cc and up to 500cc
110169263.0,426282.0,435580.0,2.0,2011-04-12,1034.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,42.0,Bus or coach (17 or more passenger seats)
110169263.0,426282.0,435580.0,2.0,2011-04-12,1034.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26.0,Car
110169371.0,419112.0,441918.0,1.0,2011-04-12,1000.0,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,83.0,Other Vehicle
110170224.0,427527.0,436943.0,2.0,2011-04-12,1730.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,28.0,Pedal cycle
110170296.0,429727.0,430545.0,3.0,2011-04-12,1745.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,22.0,Car
110170296.0,429727.0,430545.0,3.0,2011-04-12,1745.0,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,16.0,Car
110170296.0,429727.0,430545.0,3.0,2011-04-12,1745.0,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,21.0,Car
110170296.0,429727.0,430545.0,3.0,2011-04-12,1745.0,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,2.0,Car
110170346.0,435546.0,438368.0,2.0,2011-04-12,1820.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,18.0,Car
110170346.0,435546.0,438368.0,2.0,2011-04-12,1820.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,18.0,Car
110170535.0,428071.0,434990.0,2.0,2011-04-12,2220.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,39.0,Car
110170713.0,427967.0,433615.0,3.0,2011-04-12,943.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38.0,Taxi/Private hire car
110171223.0,435313.0,425909.0,2.0,2011-04-12,1730.0,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,24.0,Car
110170823.0,434410.0,425866.0,4.0,2011-04-13,805.0,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32.0,Car
110172225.0,440994.0,445721.0,2.0,2011-04-13,1913.0,A(M),Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,17.0,Minibus (8 – 16 passenger seats)
110172409.0,430231.0,435116.0,2.0,2011-04-13,1610.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,45.0,Car
110172855.0,441430.0,444966.0,3.0,2011-04-14,746.0,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,27.0,Car
110173072.0,432933.0,430222.0,3.0,2011-04-14,1106.0,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,53.0,Car
110173072.0,432933.0,430222.0,3.0,2011-04-14,1106.0,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,36.0,Car
110173072.0,432933.0,430222.0,3.0,2011-04-14,1106.0,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,18.0,Car
110173072.0,432933.0,430222.0,3.0,2011-04-14,1106.0,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,39.0,Car
110173380.0,424954.0,427586.0,2.0,2011-04-14,1311.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,45.0,Car
110173940.0,426624.0,433100.0,2.0,2011-04-14,1650.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,33.0,Car
110173961.0,444341.0,431607.0,2.0,2011-04-14,1650.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,40.0,Car
110173961.0,444341.0,431607.0,2.0,2011-04-14,1650.0,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,10.0,Car
110173961.0,444341.0,431607.0,2.0,2011-04-14,1650.0,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Male,55.0,Car
110174084.0,431010.0,434885.0,1.0,2011-04-14,1957.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,46.0,Car
110174205.0,429112.0,433845.0,1.0,2011-04-14,2312.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,19.0,Taxi/Private hire car
110174341.0,443429.0,432753.0,1.0,2011-04-14,2030.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,78.0,Car
110174341.0,443429.0,432753.0,1.0,2011-04-14,2030.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,75.0,Car
110174364.0,427938.0,436127.0,1.0,2011-04-15,15.0,A,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,20.0,Car
110174839.0,422634.0,443355.0,1.0,2011-04-15,948.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,25.0,Car
110175012.0,425699.0,433090.0,2.0,2011-04-15,1215.0,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,38.0,Car
