Reference Number,Easting,Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
110466425.0,431884.0,435061.0,2.0,2011-10-10,1745.0,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,41.0,Car
110466312.0,427032.0,431795.0,1.0,2011-10-11,910.0,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,29.0,Motorcycle over 50cc and up to 125cc
110466980.0,429143.0,433838.0,1.0,2011-10-11,1922.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,27.0,Taxi/Private hire car
110467017.0,426836.0,426642.0,2.0,2011-10-11,1835.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,33.0,Pedal cycle
110467837.0,432706.0,438244.0,2.0,2011-10-11,1845.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,81.0,Car
110467370.0,430873.0,435047.0,2.0,2011-10-12,600.0,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,49.0,Goods vehicle 3.5 tonnes mgw and under
110467575.0,430845.0,434038.0,2.0,2011-10-12,910.0,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,38.0,Goods vehicle 3.5 tonnes mgw and under
110467575.0,430845.0,434038.0,2.0,2011-10-12,910.0,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,55.0,Car
110468761.0,428687.0,434942.0,1.0,2011-10-12,1920.0,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Female,22.0,Car
110468768.0,424292.0,429284.0,2.0,2011-10-12,1910.0,B,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Female,26.0,Car
110468768.0,424292.0,429284.0,2.0,2011-10-12,1910.0,B,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Female,4.0,Car
110468768.0,424292.0,429284.0,2.0,2011-10-12,1910.0,B,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Male,5.0,Car
110468768.0,424292.0,429284.0,2.0,2011-10-12,1910.0,B,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Male,35.0,Car
110469895.0,432681.0,430465.0,2.0,2011-10-12,1750.0,B,Wet / Damp,Darkness: street lighting unknown,Raining without high winds,Driver,Slight,Male,23.0,Car
110469204.0,423682.0,438138.0,1.0,2011-10-13,815.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,14.0,Car
110469220.0,432071.0,431096.0,2.0,2011-10-13,825.0,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,16.0,M/cycle 50cc and under
110469254.0,423285.0,434644.0,2.0,2011-10-13,830.0,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,50.0,Car
110469587.0,429825.0,430666.0,2.0,2011-10-13,725.0,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,28.0,Pedal cycle
110469607.0,438846.0,446350.0,2.0,2011-10-13,934.0,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,37.0,Car
110469607.0,438846.0,446350.0,2.0,2011-10-13,934.0,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,42.0,Car
110469746.0,432370.0,433707.0,1.0,2011-10-13,756.0,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,20.0,M/cycle 50cc and under
110470318.0,431579.0,434392.0,1.0,2011-10-13,1652.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,13.0,Car
110470384.0,435304.0,435121.0,3.0,2011-10-13,1845.0,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,23.0,Car
110470384.0,435304.0,435121.0,3.0,2011-10-13,1845.0,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,20.0,Car
110470785.0,440507.0,429025.0,2.0,2011-10-13,2135.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,23.0,M/cycle 50cc and under
110471480.0,424816.0,443243.0,2.0,2011-10-14,1155.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,81.0,Car
110472002.0,427320.0,430255.0,1.0,2011-10-14,1040.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,5.0,Car
110472029.0,430788.0,433473.0,1.0,2011-10-14,1815.0,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,32.0,Car
110472428.0,426520.0,427468.0,2.0,2011-10-14,2343.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,53.0,Car
110473069.0,443346.0,438966.0,2.0,2011-10-14,1834.0,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,71.0,Car
110472893.0,433869.0,434081.0,2.0,2011-10-15,1136.0,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,1.0,Car
110472893.0,433869.0,434081.0,2.0,2011-10-15,1136.0,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,41.0,Car
110473865.0,427260.0,435754.0,3.0,2011-10-15,2025.0,B,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,30.0,Car
110473865.0,427260.0,435754.0,3.0,2011-10-15,2025.0,B,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,40.0,Taxi/Private hire car
110474401.0,435545.0,438368.0,2.0,2011-10-16,1000.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,43.0,Car
110474401.0,435545.0,438368.0,2.0,2011-10-16,1000.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,63.0,Car
110474537.0,442735.0,431686.0,2.0,2011-10-16,953.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,28.0,Motorcycle over 500cc
110474594.0,425165.0,439406.0,2.0,2011-10-16,1015.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38.0,Car
110475724.0,430638.0,434237.0,2.0,2011-10-17,900.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,40.0,Pedal cycle
110475933.0,430044.0,432652.0,1.0,2011-10-17,802.0,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,45.0,Goods vehicle 7.5 tonnes mgw and over
110475933.0,430044.0,432652.0,1.0,2011-10-17,802.0,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,26.0,Goods vehicle 7.5 tonnes mgw and over
110476562.0,431884.0,435073.0,1.0,2011-10-17,1415.0,Unclassified,Dry,Daylight: street lights present,Fine with high winds,Pedestrian,Slight,Male,37.0,Car
110477073.0,435304.0,435119.0,2.0,2011-10-17,2050.0,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver,Slight,Male,40.0,Car
110477073.0,435304.0,435119.0,2.0,2011-10-17,2050.0,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver,Slight,Female,41.0,Car
110477710.0,436187.0,436819.0,3.0,2011-10-17,1430.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,50.0,Other Vehicle
110477710.0,436187.0,436819.0,3.0,2011-10-17,1430.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,34.0,Other Vehicle
110478266.0,430491.0,431631.0,2.0,2011-10-18,930.0,Motorway,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver,Slight,Female,27.0,Car
110478535.0,424059.0,431493.0,1.0,2011-10-18,1837.0,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,31.0,Car
110478567.0,428244.0,432831.0,2.0,2011-10-18,1921.0,B,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,21.0,Motorcycle over 50cc and up to 125cc
110478915.0,430694.0,433648.0,1.0,2011-10-18,959.0,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,75.0,Car
110479402.0,431064.0,431243.0,1.0,2011-10-18,1400.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,60.0,Bus or coach (17 or more passenger seats)
110479407.0,421382.0,440153.0,2.0,2011-10-18,750.0,Unclassified,Wet / Damp,Daylight: street lights present,Fine with high winds,Driver,Slight,Male,40.0,Car
110479407.0,421382.0,440153.0,2.0,2011-10-18,750.0,Unclassified,Wet / Damp,Daylight: street lights present,Fine with high winds,Driver,Slight,Female,50.0,Car
110480149.0,430087.0,435418.0,2.0,2011-10-18,2150.0,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,37.0,Car
110480149.0,430087.0,435418.0,2.0,2011-10-18,2150.0,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,27.0,Car
110494670.0,425128.0,435544.0,2.0,2011-10-18,1830.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,50.0,Car
110479849.0,428933.0,429860.0,1.0,2011-10-19,1400.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,55.0,Car
110479849.0,428933.0,429860.0,1.0,2011-10-19,1400.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,56.0,Car
110480064.0,430359.0,434442.0,2.0,2011-10-19,1728.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,43.0,Car
110480249.0,430564.0,432704.0,2.0,2011-10-19,1940.0,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,35.0,Pedal cycle
110481224.0,420636.0,441200.0,2.0,2011-10-19,1335.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,65.0,Motorcycle over 50cc and up to 125cc
110485898.0,426384.0,438072.0,1.0,2011-10-19,804.0,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,40.0,Goods vehicle 7.5 tonnes mgw and over
110480969.0,433441.0,434032.0,2.0,2011-10-20,850.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,21.0,Motorcycle over 500cc
110481144.0,431348.0,432372.0,2.0,2011-10-20,905.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,22.0,Motorcycle over 500cc
110481857.0,428836.0,434631.0,3.0,2011-10-20,1710.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,20.0,Car
110481857.0,428836.0,434631.0,3.0,2011-10-20,1710.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,23.0,Car
110483169.0,433705.0,426832.0,2.0,2011-10-20,841.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,45.0,Car
110485191.0,429338.0,434234.0,1.0,2011-10-20,1850.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,60.0,Bus or coach (17 or more passenger seats)
110494327.0,425227.0,427225.0,2.0,2011-10-20,2255.0,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,28.0,Car
110494327.0,425227.0,427225.0,2.0,2011-10-20,2255.0,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,23.0,Car
110482751.0,425183.0,437758.0,2.0,2011-10-21,934.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,24.0,Car
110482763.0,431910.0,435744.0,2.0,2011-10-21,600.0,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,41.0,Car
110483117.0,429691.0,432127.0,2.0,2011-10-21,1135.0,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,29.0,Car
110483117.0,429691.0,432127.0,2.0,2011-10-21,1135.0,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,49.0,Car
110483509.0,429141.0,432043.0,1.0,2011-10-21,1352.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,33.0,Bus or coach (17 or more passenger seats)
110483921.0,429784.0,433660.0,1.0,2011-10-21,2120.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,44.0,Car
110483921.0,429784.0,433660.0,1.0,2011-10-21,2120.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,37.0,Car
110484778.0,436610.0,436214.0,2.0,2011-10-21,1830.0,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,14.0,Pedal cycle
110485912.0,424053.0,435486.0,2.0,2011-10-21,2055.0,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,18.0,Car
110487510.0,431967.0,430305.0,2.0,2011-10-21,1315.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,22.0,Car
110486066.0,420668.0,434353.0,2.0,2011-10-23,1319.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,35.0,Car
110486066.0,420668.0,434353.0,2.0,2011-10-23,1319.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,22.0,Car
110486515.0,435907.0,435603.0,2.0,2011-10-23,1455.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,17.0,M/cycle 50cc and under
110488147.0,428139.0,435847.0,2.0,2011-10-24,1415.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,18.0,Pedal cycle
110489181.0,424455.0,433904.0,1.0,2011-10-25,815.0,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,47.0,Car
110489328.0,436266.0,434706.0,2.0,2011-10-25,1148.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,81.0,Bus or coach (17 or more passenger seats)
110490047.0,424801.0,427536.0,2.0,2011-10-25,1620.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,19.0,Motorcycle over 125cc and up to 500cc
110490133.0,430841.0,431390.0,2.0,2011-10-25,1913.0,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Female,19.0,Car
110490133.0,430841.0,431390.0,2.0,2011-10-25,1913.0,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Female,19.0,Car
110490133.0,430841.0,431390.0,2.0,2011-10-25,1913.0,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Female,19.0,Car
110490250.0,430223.0,434363.0,1.0,2011-10-25,1915.0,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,44.0,Car
110490298.0,430221.0,433756.0,1.0,2011-10-25,2045.0,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Male,18.0,Bus or coach (17 or more passenger seats)
110491144.0,435079.0,435124.0,2.0,2011-10-25,2015.0,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,36.0,Car
110490706.0,427263.0,435163.0,2.0,2011-10-26,755.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,46.0,Motorcycle over 125cc and up to 500cc
110490815.0,443042.0,447698.0,2.0,2011-10-26,820.0,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,62.0,Minibus (8 – 16 passenger seats)
110490815.0,443042.0,447698.0,2.0,2011-10-26,820.0,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,28.0,Car
110491014.0,429922.0,427802.0,2.0,2011-10-26,1101.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,55.0,Car
110491688.0,430210.0,432821.0,2.0,2011-10-26,1530.0,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,43.0,Pedal cycle
110492088.0,427516.0,434567.0,1.0,2011-10-26,2228.0,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,11.0,Car
110492677.0,427295.0,433637.0,2.0,2011-10-27,708.0,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,46.0,Car
110492821.0,426068.0,436361.0,2.0,2011-10-27,1120.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,41.0,Car
110492821.0,426068.0,436361.0,2.0,2011-10-27,1120.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,45.0,Car
110492881.0,444828.0,442707.0,1.0,2011-10-27,1100.0,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,52.0,Car
110492905.0,427816.0,435081.0,2.0,2011-10-27,1235.0,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,61.0,Car
110492996.0,427681.0,434725.0,1.0,2011-10-27,1052.0,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,10.0,Car
110493382.0,429928.0,427585.0,2.0,2011-10-27,1454.0,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,29.0,Car
110493471.0,431812.0,428779.0,4.0,2011-10-27,1520.0,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,61.0,Car
110493614.0,427974.0,426034.0,2.0,2011-10-27,1700.0,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Female,19.0,Car
110493656.0,430088.0,435431.0,2.0,2011-10-27,1230.0,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,24.0,Car
